NOME_ORIGEM,NOME_DEST,flowOD,flowDO,Dist,COD_ORIGEM,COD_DESTINO
Manatee,Hardee,31,0,1,81,49
Manatee,Hernando,33,56,1,81,53
Manatee,Highlands,1,27,1,81,55
Manatee,Hillsborough,1036,1000,1,81,57
Manatee,Indian River,3,20,1,81,61
Manatee,Jackson,7,103,1,81,63
Manatee,Jefferson,0,103,1,81,65
Manatee,Lafayette,19,0,1,81,67
Manatee,Lake,38,106,1,81,69
Manatee,Lee,253,573,1,81,71
Manatee,Leon,238,972,1,81,73
Manatee,Levy,0,1,1,81,75
Manatee,Liberty,11,7,1,81,77
Manatee,Madison,12,0,1,81,79
Manatee,Marion,122,26,1,81,83
Manatee,Martin,75,0,1,81,85
Manatee,Miami-Dade,126,163,1,81,86
Manatee,Monroe,0,30,1,81,87
Manatee,Okaloosa,6,78,1,81,91
Manatee,Orange,390,507,1,81,95
Manatee,Osceola,87,50,1,81,97
Manatee,Palm Beach,74,240,1,81,99
Manatee,Pasco,97,221,1,81,101
Manatee,Pinellas,739,1161,1,81,103
Manatee,Polk,153,226,1,81,105
Manatee,Putnam,10,0,1,81,107
Manatee,St. Johns,34,25,1,81,109
Manatee,St. Lucie,6,17,1,81,111
Manatee,Santa Rosa,2,26,1,81,113
Manatee,Sarasota,3328,3446,1,81,115
Manatee,Seminole,14,207,1,81,117
Manatee,Sumter,11,23,1,81,119
Manatee,Suwannee,7,14,1,81,121
Manatee,Taylor,14,0,1,81,123
Manatee,Volusia,281,119,1,81,127
Manatee,Wakulla,5,0,1,81,129
Manatee,Walton,0,1,1,81,131
Marion,Alachua,1026,482,1,83,1
Marion,Baker,0,10,1,83,3
Marion,Bay,72,42,1,83,5
Marion,Bradford,12,11,1,83,7
Marion,Brevard,99,433,1,83,9
Marion,Broward,510,480,1,83,11
Marion,Calhoun,10,0,1,83,13
Marion,Charlotte,36,20,1,83,15
Marion,Citrus,301,1426,1,83,17
Marion,Clay,38,118,1,83,19
Marion,Collier,25,73,1,83,21
Marion,Columbia,89,69,1,83,23
Marion,Desoto,48,2,1,83,27
Marion,Dixie,5,28,1,83,29
Marion,Duval,295,338,1,83,31
Marion,Escambia,355,116,1,83,33
Marion,Franklin,19,0,1,83,37
Marion,Gadsden,120,7,1,83,39
Marion,Gilchrist,6,10,1,83,41
Marion,Glades,0,19,1,83,43
Marion,Gulf,3,9,1,83,45
Marion,Hamilton,60,29,1,83,47
Marion,Hardee,102,0,1,83,49
Marion,Hendry,21,46,1,83,51
Marion,Hernando,77,91,1,83,53
Marion,Highlands,0,22,1,83,55
Marion,Hillsborough,308,700,1,83,57
Marion,Holmes,17,29,1,83,59
Marion,Indian River,9,13,1,83,61
Marion,Jackson,121,99,1,83,63
Marion,Jefferson,23,3,1,83,65
Marion,Lafayette,28,0,1,83,67
Marion,Lake,471,1152,1,83,69
Marion,Lee,323,741,1,83,71
Marion,Leon,241,205,1,83,73
Marion,Levy,372,74,1,83,75
Marion,Liberty,6,10,1,83,77
Marion,Madison,67,11,1,83,79
Marion,Manatee,26,122,1,83,81
Marion,Martin,172,0,1,83,85
Marion,Miami-Dade,483,371,1,83,86
Marion,Monroe,35,1,1,83,87
Marion,Nassau,22,48,1,83,89
Marion,Okaloosa,237,24,1,83,91
Marion,Okeechobee,24,0,1,83,93
Marion,Orange,728,470,1,83,95
Marion,Osceola,156,37,1,83,97
Marion,Palm Beach,234,166,1,83,99
Marion,Pasco,164,82,1,83,101
Marion,Pinellas,335,594,1,83,103
Marion,Polk,235,128,1,83,105
Marion,Putnam,256,307,1,83,107
Marion,St. Johns,411,143,1,83,109
Marion,St. Lucie,120,100,1,83,111
Marion,Santa Rosa,101,37,1,83,113
Marion,Sarasota,22,32,1,83,115
Marion,Seminole,286,170,1,83,117
Marion,Sumter,248,373,1,83,119
Marion,Suwannee,65,17,1,83,121
Marion,Taylor,101,10,1,83,123
Marion,Union,42,302,1,83,125
Marion,Volusia,245,322,1,83,127
Marion,Wakulla,48,6,1,83,129
Marion,Walton,31,8,1,83,131
Marion,Washington,15,0,1,83,133
Martin,Alachua,297,29,1,85,1
Martin,Bay,23,0,1,85,5
Martin,Bradford,29,0,1,85,7
Martin,Brevard,76,43,1,85,9
Martin,Broward,198,383,1,85,11
Martin,Clay,0,11,1,85,19
Martin,Collier,0,196,1,85,21
Martin,Columbia,8,65,1,85,23
Martin,Desoto,22,12,1,85,27
Martin,Duval,90,26,1,85,31
Martin,Escambia,9,8,1,85,33
Martin,Franklin,20,0,1,85,37
Martin,Gadsden,8,0,1,85,39
Martin,Glades,5,0,1,85,43
Martin,Gulf,8,0,1,85,45
Martin,Hamilton,12,17,1,85,47
Martin,Hardee,37,0,1,85,49
Martin,Hernando,0,35,1,85,53
Martin,Hillsborough,52,71,1,85,57
Martin,Holmes,7,0,1,85,59
Martin,Indian River,80,41,1,85,61
Martin,Jefferson,7,0,1,85,65
Martin,Lake,13,187,1,85,69
Martin,Lee,120,150,1,85,71
Martin,Leon,230,79,1,85,73
Martin,Levy,5,0,1,85,75
Martin,Manatee,0,75,1,85,81
Martin,Marion,0,172,1,85,83
Martin,Miami-Dade,456,241,1,85,86
Martin,Monroe,0,2,1,85,87
Martin,Nassau,0,17,1,85,89
Martin,Okaloosa,0,11,1,85,91
Martin,Okeechobee,39,13,1,85,93
Martin,Orange,260,292,1,85,95
Martin,Osceola,0,54,1,85,97
Martin,Palm Beach,899,1578,1,85,99
Martin,Pasco,93,40,1,85,101
Martin,Pinellas,81,80,1,85,103
Martin,Polk,4,34,1,85,105
Martin,St. Johns,0,57,1,85,109
Martin,St. Lucie,1825,2123,1,85,111
Martin,Santa Rosa,7,5,1,85,113
Martin,Sarasota,11,2,1,85,115
Martin,Seminole,0,52,1,85,117
Martin,Sumter,61,4,1,85,119
Martin,Suwannee,33,0,1,85,121
Martin,Taylor,29,0,1,85,123
Martin,Volusia,104,28,1,85,127
Martin,Wakulla,0,4,1,85,129
Martin,Washington,10,0,1,85,133
Miami-Dade,Alachua,1390,686,1,86,1
Miami-Dade,Baker,2,11,1,86,3
Miami-Dade,Bay,62,101,1,86,5
Miami-Dade,Bradford,112,31,1,86,7
Miami-Dade,Brevard,421,276,1,86,9
Miami-Dade,Broward,24200,10762,1,86,11
Miami-Dade,Calhoun,65,51,1,86,13
Miami-Dade,Charlotte,233,215,1,86,15
Miami-Dade,Citrus,80,129,1,86,17
Miami-Dade,Clay,383,13,1,86,19
Miami-Dade,Collier,1412,438,1,86,21
Miami-Dade,Columbia,316,234,1,86,23
Miami-Dade,Desoto,298,153,1,86,27
Miami-Dade,Dixie,0,19,1,86,29
Miami-Dade,Duval,1022,399,1,86,31
Miami-Dade,Escambia,431,285,1,86,33
Miami-Dade,Flagler,65,0,1,86,35
Miami-Dade,Franklin,24,0,1,86,37
Miami-Dade,Gadsden,33,13,1,86,39
Miami-Dade,Gilchrist,3,2,1,86,41
Miami-Dade,Glades,192,59,1,86,43
Miami-Dade,Gulf,21,67,1,86,45
Miami-Dade,Hamilton,97,353,1,86,47
Miami-Dade,Hardee,40,107,1,86,49
Miami-Dade,Hendry,200,105,1,86,51
Miami-Dade,Hernando,198,9,1,86,53
Miami-Dade,Highlands,341,11,1,86,55
Miami-Dade,Hillsborough,1469,1540,1,86,57
Miami-Dade,Holmes,19,3,1,86,59
Miami-Dade,Indian River,282,123,1,86,61
Miami-Dade,Jackson,120,110,1,86,63
Miami-Dade,Jefferson,34,76,1,86,65
Miami-Dade,Lafayette,33,12,1,86,67
Miami-Dade,Lake,180,62,1,86,69
Miami-Dade,Lee,1605,837,1,86,71
Miami-Dade,Leon,1090,787,1,86,73
Miami-Dade,Levy,6,0,1,86,75
Miami-Dade,Liberty,32,1,1,86,77
Miami-Dade,Madison,123,20,1,86,79
Miami-Dade,Manatee,163,126,1,86,81
Miami-Dade,Marion,371,483,1,86,83
Miami-Dade,Martin,241,456,1,86,85
Miami-Dade,Monroe,512,649,1,86,87
Miami-Dade,Nassau,63,22,1,86,89
Miami-Dade,Okaloosa,330,100,1,86,91
Miami-Dade,Okeechobee,91,173,1,86,93
Miami-Dade,Orange,3510,2001,1,86,95
Miami-Dade,Osceola,429,534,1,86,97
Miami-Dade,Palm Beach,3767,2293,1,86,99
Miami-Dade,Pasco,229,218,1,86,101
Miami-Dade,Pinellas,305,762,1,86,103
Miami-Dade,Polk,531,640,1,86,105
Miami-Dade,Putnam,22,47,1,86,107
Miami-Dade,St. Johns,171,7,1,86,109
Miami-Dade,St. Lucie,846,481,1,86,111
Miami-Dade,Santa Rosa,71,56,1,86,113
Miami-Dade,Sarasota,440,499,1,86,115
Miami-Dade,Seminole,54,125,1,86,117
Miami-Dade,Sumter,71,105,1,86,119
Miami-Dade,Suwannee,144,1,1,86,121
Miami-Dade,Taylor,4,46,1,86,123
Miami-Dade,Union,68,184,1,86,125
Miami-Dade,Volusia,607,602,1,86,127
Miami-Dade,Wakulla,25,62,1,86,129
Miami-Dade,Walton,21,13,1,86,131
Miami-Dade,Washington,16,84,1,86,133
Monroe,Alachua,136,236,1,87,1
Monroe,Baker,0,1,1,87,3
Monroe,Bay,13,0,1,87,5
Monroe,Bradford,15,0,1,87,7
Monroe,Brevard,92,10,1,87,9
Monroe,Broward,50,279,1,87,11
Monroe,Clay,0,10,1,87,19
Monroe,Collier,14,6,1,87,21
Monroe,Desoto,9,0,1,87,27
Monroe,Dixie,0,22,1,87,29
Monroe,Duval,53,43,1,87,31
Monroe,Escambia,20,10,1,87,33
Monroe,Flagler,3,0,1,87,35
Monroe,Gilchrist,3,0,1,87,41
Monroe,Hamilton,0,11,1,87,47
Monroe,Hendry,72,82,1,87,51
Monroe,Highlands,0,32,1,87,55
Monroe,Hillsborough,105,92,1,87,57
Monroe,Holmes,24,0,1,87,59
Monroe,Jackson,10,3,1,87,63
Monroe,Lake,8,4,1,87,69
Monroe,Lee,115,49,1,87,71
Monroe,Leon,47,0,1,87,73
Monroe,Levy,30,140,1,87,75
Monroe,Madison,20,27,1,87,79
Monroe,Manatee,30,0,1,87,81
Monroe,Marion,1,35,1,87,83
Monroe,Martin,2,0,1,87,85
Monroe,Miami-Dade,649,512,1,87,86
Monroe,Nassau,15,4,1,87,89
Monroe,Okaloosa,52,39,1,87,91
Monroe,Okeechobee,22,0,1,87,93
Monroe,Orange,83,152,1,87,95
Monroe,Osceola,0,13,1,87,97
Monroe,Palm Beach,331,216,1,87,99
Monroe,Pasco,37,6,1,87,101
Monroe,Pinellas,84,307,1,87,103
Monroe,Polk,2,7,1,87,105
Monroe,Putnam,24,8,1,87,107
Monroe,St. Johns,23,18,1,87,109
Monroe,St. Lucie,0,7,1,87,111
Monroe,Sarasota,90,55,1,87,115
Monroe,Seminole,31,70,1,87,117
Monroe,Volusia,55,3,1,87,127
Monroe,Walton,97,11,1,87,131
Nassau,Alachua,72,68,1,89,1
Nassau,Baker,205,3,1,89,3
Nassau,Bay,2,34,1,89,5
Nassau,Bradford,37,0,1,89,7
Nassau,Brevard,5,0,1,89,9
Nassau,Calhoun,8,0,1,89,13
Nassau,Charlotte,7,45,1,89,15
Nassau,Clay,64,126,1,89,19
Nassau,Collier,61,0,1,89,21
Nassau,Columbia,8,16,1,89,23
Nassau,Duval,1011,1284,1,89,31
Nassau,Escambia,10,0,1,89,33
Nassau,Hillsborough,34,12,1,89,57
Nassau,Indian River,0,1,1,89,61
Nassau,Jackson,8,0,1,89,63
Nassau,Lee,0,1,1,89,71
Nassau,Leon,7,0,1,89,73
Nassau,Madison,2,0,1,89,79
Nassau,Marion,48,22,1,89,83
Nassau,Martin,17,0,1,89,85
Nassau,Miami-Dade,22,63,1,89,86
Nassau,Monroe,4,15,1,89,87
Nassau,Okaloosa,106,0,1,89,91
Nassau,Okeechobee,0,15,1,89,93
Nassau,Orange,97,24,1,89,95
Nassau,Osceola,0,28,1,89,97
Nassau,Palm Beach,48,111,1,89,99
Nassau,Pasco,0,32,1,89,101
Nassau,Pinellas,31,107,1,89,103
Nassau,Polk,48,102,1,89,105
Nassau,Putnam,83,0,1,89,107
Nassau,St. Lucie,4,0,1,89,111
Nassau,Santa Rosa,13,0,1,89,113
Nassau,Seminole,34,66,1,89,117
Nassau,Union,17,0,1,89,125
Nassau,Volusia,60,0,1,89,127
Nassau,Walton,5,0,1,89,131
Okaloosa,Alachua,111,26,1,91,1
Okaloosa,Baker,5,0,1,91,3
Okaloosa,Bay,353,293,1,91,5
Okaloosa,Bradford,40,0,1,91,7
Okaloosa,Brevard,116,98,1,91,9
Okaloosa,Broward,178,95,1,91,11
Okaloosa,Charlotte,1,0,1,91,15
Okaloosa,Citrus,0,8,1,91,17
Okaloosa,Clay,2,0,1,91,19
Okaloosa,Collier,0,23,1,91,21
Okaloosa,Columbia,56,0,1,91,23
Okaloosa,Desoto,12,0,1,91,27
Okaloosa,Duval,199,258,1,91,31
Okaloosa,Escambia,259,203,1,91,33
Okaloosa,Flagler,41,2,1,91,35
Okaloosa,Franklin,17,24,1,91,37
Okaloosa,Gadsden,26,43,1,91,39
Okaloosa,Hamilton,7,3,1,91,47
Okaloosa,Hernando,6,0,1,91,53
Okaloosa,Hillsborough,278,293,1,91,57
Okaloosa,Holmes,87,0,1,91,59
Okaloosa,Indian River,4,68,1,91,61
Okaloosa,Jackson,145,0,1,91,63
Okaloosa,Jefferson,21,11,1,91,65
Okaloosa,Lee,35,83,1,91,71
Okaloosa,Leon,207,178,1,91,73
Okaloosa,Levy,0,5,1,91,75
Okaloosa,Liberty,7,0,1,91,77
Okaloosa,Madison,6,0,1,91,79
Okaloosa,Manatee,78,6,1,91,81
Okaloosa,Marion,24,237,1,91,83
Okaloosa,Martin,11,0,1,91,85
Okaloosa,Miami-Dade,100,330,1,91,86
Okaloosa,Monroe,39,52,1,91,87
Okaloosa,Nassau,0,106,1,91,89
Okaloosa,Okeechobee,22,0,1,91,93
Okaloosa,Orange,642,107,1,91,95
Okaloosa,Palm Beach,117,42,1,91,99
Okaloosa,Pasco,32,22,1,91,101
Okaloosa,Pinellas,190,9,1,91,103
Okaloosa,Polk,26,26,1,91,105
Okaloosa,St. Johns,88,3,1,91,109
Okaloosa,St. Lucie,0,44,1,91,111
Okaloosa,Santa Rosa,968,1304,1,91,113
Okaloosa,Sarasota,60,5,1,91,115
Okaloosa,Seminole,25,22,1,91,117
Okaloosa,Sumter,81,2,1,91,119
Okaloosa,Suwannee,0,1,1,91,121
Okaloosa,Taylor,18,53,1,91,123
Okaloosa,Union,40,12,1,91,125
Okaloosa,Volusia,0,76,1,91,127
Okaloosa,Wakulla,32,49,1,91,129
Okaloosa,Walton,948,481,1,91,131
Okaloosa,Washington,26,11,1,91,133
Okeechobee,Alachua,13,0,1,93,1
Okeechobee,Bay,67,0,1,93,5
Okeechobee,Bradford,9,0,1,93,7
Okeechobee,Brevard,6,21,1,93,9
Okeechobee,Broward,45,47,1,93,11
Okeechobee,Calhoun,9,0,1,93,13
Okeechobee,Charlotte,0,14,1,93,15
Okeechobee,Columbia,20,11,1,93,23
Okeechobee,Desoto,2,0,1,93,27
Okeechobee,Duval,0,70,1,93,31
Okeechobee,Escambia,13,36,1,93,33
Okeechobee,Franklin,39,0,1,93,37
Okeechobee,Gadsden,4,0,1,93,39
Okeechobee,Glades,164,53,1,93,43
Okeechobee,Hamilton,7,0,1,93,47
Okeechobee,Hardee,39,24,1,93,49
Okeechobee,Hendry,22,48,1,93,51
Okeechobee,Hernando,0,33,1,93,53
Okeechobee,Highlands,0,265,1,93,55
Okeechobee,Hillsborough,84,44,1,93,57
Okeechobee,Indian River,42,14,1,93,61
Okeechobee,Lafayette,10,0,1,93,67
Okeechobee,Lake,65,0,1,93,69
Okeechobee,Levy,8,3,1,93,75
Okeechobee,Madison,0,9,1,93,79
Okeechobee,Marion,0,24,1,93,83
Okeechobee,Martin,13,39,1,93,85
Okeechobee,Miami-Dade,173,91,1,93,86
Okeechobee,Monroe,0,22,1,93,87
Okeechobee,Nassau,15,0,1,93,89
Okeechobee,Okaloosa,0,22,1,93,91
Okeechobee,Orange,50,26,1,93,95
Okeechobee,Palm Beach,211,72,1,93,99
Okeechobee,Pasco,72,0,1,93,101
Okeechobee,Pinellas,0,25,1,93,103
Okeechobee,Polk,21,44,1,93,105
Okeechobee,Putnam,126,0,1,93,107
Okeechobee,St. Johns,0,32,1,93,109
Okeechobee,St. Lucie,228,145,1,93,111
Okeechobee,Santa Rosa,11,0,1,93,113
Okeechobee,Seminole,0,25,1,93,117
Okeechobee,Sumter,79,0,1,93,119
Okeechobee,Volusia,0,15,1,93,127
Okeechobee,Wakulla,16,0,1,93,129
Okeechobee,Walton,0,1,1,93,131
Orange,Alachua,977,958,1,95,1
Orange,Baker,11,14,1,95,3
Orange,Bay,137,167,1,95,5
Orange,Bradford,25,0,1,95,7
Orange,Brevard,1598,2366,1,95,9
Orange,Broward,2214,3432,1,95,11
Orange,Calhoun,26,0,1,95,13
Orange,Charlotte,229,230,1,95,15
Orange,Citrus,121,188,1,95,17
Orange,Clay,105,153,1,95,19
Orange,Collier,224,400,1,95,21
Orange,Columbia,58,30,1,95,23
Orange,Desoto,50,20,1,95,27
Orange,Dixie,3,47,1,95,29
Orange,Duval,953,1144,1,95,31
Orange,Escambia,246,320,1,95,33
Orange,Flagler,148,218,1,95,35
Orange,Franklin,92,0,1,95,37
Orange,Gadsden,134,17,1,95,39
Orange,Gilchrist,30,0,1,95,41
Orange,Gulf,36,32,1,95,45
Orange,Hamilton,127,0,1,95,47
Orange,Hardee,20,12,1,95,49
Orange,Hendry,95,19,1,95,51
Orange,Hernando,145,186,1,95,53
Orange,Highlands,86,124,1,95,55
Orange,Hillsborough,2030,1952,1,95,57
Orange,Holmes,41,0,1,95,59
Orange,Indian River,145,121,1,95,61
Orange,Jackson,194,35,1,95,63
Orange,Lafayette,31,0,1,95,67
Orange,Lake,3023,3299,1,95,69
Orange,Lee,807,1186,1,95,71
Orange,Leon,766,619,1,95,73
Orange,Levy,31,19,1,95,75
Orange,Liberty,82,0,1,95,77
Orange,Madison,17,0,1,95,79
Orange,Manatee,507,390,1,95,81
Orange,Marion,470,728,1,95,83
Orange,Martin,292,260,1,95,85
Orange,Miami-Dade,2001,3510,1,95,86
Orange,Monroe,152,83,1,95,87
Orange,Nassau,24,97,1,95,89
Orange,Okaloosa,107,642,1,95,91
Orange,Okeechobee,26,50,1,95,93
Orange,Osceola,4846,5502,1,95,97
Orange,Palm Beach,1736,1984,1,95,99
Orange,Pasco,303,365,1,95,101
Orange,Pinellas,1438,1369,1,95,103
Orange,Polk,2397,2682,1,95,105
Orange,Putnam,4,27,1,95,107
Orange,St. Johns,417,268,1,95,109
Orange,St. Lucie,186,295,1,95,111
Orange,Santa Rosa,58,263,1,95,113
Orange,Sarasota,125,259,1,95,115
Orange,Seminole,10527,9532,1,95,117
Orange,Sumter,111,57,1,95,119
Orange,Suwannee,38,31,1,95,121
Orange,Taylor,93,129,1,95,123
Orange,Union,75,0,1,95,125
Orange,Volusia,1862,1391,1,95,127
Orange,Wakulla,45,0,1,95,129
Orange,Walton,154,18,1,95,131
Orange,Washington,71,48,1,95,133
Osceola,Alachua,173,25,1,97,1
Osceola,Baker,8,0,1,97,3
Osceola,Bay,0,5,1,97,5
Osceola,Bradford,9,0,1,97,7
Osceola,Brevard,333,238,1,97,9
Osceola,Broward,607,252,1,97,11
Osceola,Calhoun,10,0,1,97,13
Osceola,Charlotte,8,0,1,97,15
Osceola,Citrus,7,0,1,97,17
Osceola,Clay,0,76,1,97,19
Osceola,Collier,0,111,1,97,21
Osceola,Columbia,0,11,1,97,23
Osceola,Duval,124,51,1,97,31
Osceola,Escambia,35,11,1,97,33
Osceola,Flagler,0,32,1,97,35
Osceola,Gadsden,5,29,1,97,39
Osceola,Gulf,5,0,1,97,45
Osceola,Hernando,96,39,1,97,53
Osceola,Highlands,0,5,1,97,55
Osceola,Hillsborough,326,710,1,97,57
Osceola,Holmes,8,0,1,97,59
Osceola,Indian River,68,47,1,97,61
Osceola,Jackson,21,0,1,97,63
Osceola,Jefferson,18,0,1,97,65
Osceola,Lake,484,181,1,97,69
Osceola,Lee,32,118,1,97,71
Osceola,Leon,132,0,1,97,73
Osceola,Levy,0,14,1,97,75
Osceola,Madison,29,0,1,97,79
Osceola,Manatee,50,87,1,97,81
Osceola,Marion,37,156,1,97,83
Osceola,Martin,54,0,1,97,85
Osceola,Miami-Dade,534,429,1,97,86
Osceola,Monroe,13,0,1,97,87
Osceola,Nassau,28,0,1,97,89
Osceola,Orange,5502,4846,1,97,95
Osceola,Palm Beach,687,155,1,97,99
Osceola,Pasco,77,51,1,97,101
Osceola,Pinellas,101,3,1,97,103
Osceola,Polk,2051,1723,1,97,105
Osceola,St. Johns,64,0,1,97,109
Osceola,St. Lucie,116,17,1,97,111
Osceola,Sarasota,12,240,1,97,115
Osceola,Seminole,339,298,1,97,117
Osceola,Sumter,0,12,1,97,119
Osceola,Suwannee,59,0,1,97,121
Osceola,Taylor,0,3,1,97,123
Osceola,Union,3,2,1,97,125
Osceola,Volusia,286,245,1,97,127
Osceola,Wakulla,0,3,1,97,129
Palm Beach,Alachua,1377,345,1,99,1
Palm Beach,Baker,15,2,1,99,3
Palm Beach,Bay,54,129,1,99,5
Palm Beach,Bradford,17,7,1,99,7
Palm Beach,Brevard,444,751,1,99,9
Palm Beach,Broward,8486,9756,1,99,11
Palm Beach,Calhoun,13,0,1,99,13
Palm Beach,Charlotte,85,47,1,99,15
Palm Beach,Citrus,119,163,1,99,17
Palm Beach,Clay,21,79,1,99,19
Palm Beach,Collier,475,222,1,99,21
Palm Beach,Columbia,41,44,1,99,23
Palm Beach,Desoto,139,17,1,99,27
Palm Beach,Dixie,88,0,1,99,29
Palm Beach,Duval,584,414,1,99,31
Palm Beach,Escambia,61,198,1,99,33
Palm Beach,Flagler,30,55,1,99,35
Palm Beach,Franklin,41,0,1,99,37
Palm Beach,Gadsden,48,0,1,99,39
Palm Beach,Gilchrist,53,0,1,99,41
Palm Beach,Glades,49,6,1,99,43
Palm Beach,Gulf,0,4,1,99,45
Palm Beach,Hamilton,54,0,1,99,47
Palm Beach,Hardee,24,34,1,99,49
Palm Beach,Hendry,326,269,1,99,51
Palm Beach,Hernando,51,143,1,99,53
Palm Beach,Highlands,165,221,1,99,55
Palm Beach,Hillsborough,576,1102,1,99,57
Palm Beach,Holmes,7,0,1,99,59
Palm Beach,Indian River,353,360,1,99,61
Palm Beach,Jackson,69,21,1,99,63
Palm Beach,Jefferson,0,1,1,99,65
Palm Beach,Lafayette,149,5,1,99,67
Palm Beach,Lake,232,282,1,99,69
Palm Beach,Lee,495,300,1,99,71
Palm Beach,Leon,1254,374,1,99,73
Palm Beach,Liberty,9,65,1,99,77
Palm Beach,Madison,17,0,1,99,79
Palm Beach,Manatee,240,74,1,99,81
Palm Beach,Marion,166,234,1,99,83
Palm Beach,Martin,1578,899,1,99,85
Palm Beach,Miami-Dade,2293,3767,1,99,86
Palm Beach,Monroe,216,331,1,99,87
Palm Beach,Nassau,111,48,1,99,89
Palm Beach,Okaloosa,42,117,1,99,91
Palm Beach,Okeechobee,72,211,1,99,93
Palm Beach,Orange,1984,1736,1,99,95
Palm Beach,Osceola,155,687,1,99,97
Palm Beach,Pasco,345,122,1,99,101
Palm Beach,Pinellas,644,416,1,99,103
Palm Beach,Polk,758,204,1,99,105
Palm Beach,Putnam,18,14,1,99,107
Palm Beach,St. Johns,462,147,1,99,109
Palm Beach,St. Lucie,2423,1709,1,99,111
Palm Beach,Santa Rosa,73,48,1,99,113
Palm Beach,Sarasota,334,69,1,99,115
Palm Beach,Seminole,485,329,1,99,117
Palm Beach,Sumter,203,7,1,99,119
Palm Beach,Suwannee,42,27,1,99,121
Palm Beach,Taylor,53,58,1,99,123
Palm Beach,Union,38,28,1,99,125
Palm Beach,Volusia,430,447,1,99,127
Palm Beach,Wakulla,148,33,1,99,129
Palm Beach,Walton,122,22,1,99,131
Palm Beach,Washington,0,5,1,99,133
Pasco,Alachua,324,111,1,101,1
Pasco,Baker,0,13,1,101,3
Pasco,Bay,2,14,1,101,5
Pasco,Bradford,32,0,1,101,7
Pasco,Brevard,249,33,1,101,9
Pasco,Broward,57,111,1,101,11
Pasco,Calhoun,2,0,1,101,13
Pasco,Charlotte,24,57,1,101,15
Pasco,Citrus,264,80,1,101,17
Pasco,Clay,20,95,1,101,19
Pasco,Collier,53,47,1,101,21
Pasco,Columbia,94,27,1,101,23
Pasco,Dixie,0,34,1,101,29
Pasco,Duval,94,50,1,101,31
Pasco,Escambia,104,136,1,101,33
Pasco,Flagler,145,0,1,101,35
Pasco,Gadsden,148,14,1,101,39
Pasco,Gilchrist,7,0,1,101,41
Pasco,Gulf,35,2,1,101,45
Pasco,Hamilton,22,7,1,101,47
Pasco,Hendry,168,75,1,101,51
Pasco,Hernando,2397,1321,1,101,53
Pasco,Highlands,32,8,1,101,55
Pasco,Hillsborough,6506,6548,1,101,57
Pasco,Holmes,6,108,1,101,59
Pasco,Indian River,29,0,1,101,61
Pasco,Jackson,17,40,1,101,63
Pasco,Jefferson,22,2,1,101,65
Pasco,Lafayette,13,0,1,101,67
Pasco,Lake,165,151,1,101,69
Pasco,Lee,254,76,1,101,71
Pasco,Leon,121,45,1,101,73
Pasco,Levy,10,0,1,101,75
Pasco,Liberty,7,15,1,101,77
Pasco,Madison,2,0,1,101,79
Pasco,Manatee,221,97,1,101,81
Pasco,Marion,82,164,1,101,83
Pasco,Martin,40,93,1,101,85
Pasco,Miami-Dade,218,229,1,101,86
Pasco,Monroe,6,37,1,101,87
Pasco,Nassau,32,0,1,101,89
Pasco,Okaloosa,22,32,1,101,91
Pasco,Okeechobee,0,72,1,101,93
Pasco,Orange,365,303,1,101,95
Pasco,Osceola,51,77,1,101,97
Pasco,Palm Beach,122,345,1,101,99
Pasco,Pinellas,3799,3178,1,101,103
Pasco,Polk,413,239,1,101,105
Pasco,Putnam,38,5,1,101,107
Pasco,St. Johns,32,9,1,101,109
Pasco,St. Lucie,11,31,1,101,111
Pasco,Santa Rosa,94,19,1,101,113
Pasco,Sarasota,46,28,1,101,115
Pasco,Seminole,34,66,1,101,117
Pasco,Sumter,410,88,1,101,119
Pasco,Suwannee,42,47,1,101,121
Pasco,Taylor,42,28,1,101,123
Pasco,Union,2,106,1,101,125
Pasco,Volusia,221,54,1,101,127
Pasco,Wakulla,4,6,1,101,129
Pasco,Walton,2,28,1,101,131
Pasco,Washington,0,74,1,101,133
Pinellas,Alachua,619,613,1,103,1
Pinellas,Baker,0,38,1,103,3
Pinellas,Bay,103,80,1,103,5
Pinellas,Bradford,29,20,1,103,7
Pinellas,Brevard,126,191,1,103,9
Pinellas,Broward,934,319,1,103,11
Pinellas,Calhoun,4,18,1,103,13
Pinellas,Charlotte,65,110,1,103,15
Pinellas,Citrus,171,388,1,103,17
Pinellas,Clay,210,0,1,103,19
Pinellas,Collier,66,105,1,103,21
Pinellas,Columbia,3,66,1,103,23
Pinellas,Desoto,1,1,1,103,27
Pinellas,Dixie,0,5,1,103,29
Pinellas,Duval,226,294,1,103,31
Pinellas,Escambia,188,116,1,103,33
Pinellas,Flagler,82,61,1,103,35
Pinellas,Franklin,84,6,1,103,37
Pinellas,Gadsden,66,50,1,103,39
Pinellas,Gilchrist,58,0,1,103,41
Pinellas,Gulf,28,13,1,103,45
Pinellas,Hamilton,79,0,1,103,47
Pinellas,Hardee,0,44,1,103,49
Pinellas,Hendry,11,0,1,103,51
Pinellas,Hernando,755,845,1,103,53
Pinellas,Highlands,157,81,1,103,55
Pinellas,Hillsborough,5728,6429,1,103,57
Pinellas,Holmes,11,9,1,103,59
Pinellas,Indian River,49,50,1,103,61
Pinellas,Jackson,77,10,1,103,63
